sno,title,url
1,"vigyan-bhairav-tantra","https://www.youtube.com/watch?v=8dGLeEHkP9s"
2,"thousand-traps-of-mind","https://youtu.be/3VGzxK6tiNI?si=zSttnYr5wzV_4veQ"
3,"Tao-001-chapter-01-Unlocking-Tao","https://www.youtube.com/watch?v=5FHN7Ujy2ks"
4,"Tao-002-chapter-02-tao-upnishad-Journey-into-the-Wisdom-of-Lao-Tzu","https://www.youtube.com/watch?v=WSMZrRwSobM"
5,"Tao-073-chapter-38-Part2-Degeneration","https://www.youtube.com/watch?v=ivmUmG32Xrk"
6,"Tao-075-chapter-39-part2-Embrace-Harmony-and-Humility","https://www.youtube.com/watch?v=kTuz71jrP7Q"
7,"Tao-076-chapter-40-n-41-part1-The-Principle-of-Reversion-n-Qualities","https://www.youtube.com/watch?v=ljWBW0slIfE"
